PressureC1_diff,FlowC1,Temp1,Yield
-0.7896999999999821,340.7782,147.0673,69.4793749
0.9229959999999835,394.8245,124.2952,69.85273574
-1.015595999999988,367.4875,130.9775,69.04912965
-0.21399999999999864,358.0801,128.2785,71.14137713
-11.293599999999998,458.822,151.6495,67.335228
1.7502000000000066,280.0611,142.6037,68.81613365
-0.05500000000000682,342.6701,164.12032,67.81543121
-0.44259999999999877,336.4188,157.2095,68.27705451
-0.13589999999999236,289.1416,156.4255,68.39696047
-9.26570000000001,217.9931,157.5103,66.16329064
9.69380000000001,293.5966,163.7704,65.20380122
0.028899999999993042,299.5991,151.9272,68.91383565
-0.419399999999996,280.1913,146.5958,69.81308354
0.7723999999999762,248.1535,140.4862,69.14016181
-0.6450999999999851,281.3484,147.8079,68.79518716
0.566900000000004,261.1682,127.1127,69.34127045
-0.7116000000000042,233.7849,129.7365,69.50015922
-0.5728000000000009,222.1906,130.3556,69.25439745
-0.6710999999999956,217.0356,127.6363,69.19695798
1.4174999999999898,234.1494,128.3133,68.3476409
0.10699999999999932,246.1343,140.8073,70.27402365
1.3481000000000165,209.7891,127.8822,68.96389539
8.666799999999995,236.2525,152.8934,66.31538497
-0.014499999999998181,263.2655,140.4949,70.09205919
0.2950999999999908,231.8873,133.4046,70.01818121
-1.5938999999999908,221.612,159.0927,67.08052959
1.02109999999999,213.8738,145.9709,67.72398688
0.33780000000001564,258.1886,142.7713,69.44128409
-5.025000000000006,291.6468,134.0731,69.30400436
0.06239999999999668,285.8583,139.3302,70.44836136
-20.089200000000005,263.5692,128.596,67.58940328
4.1952,289.3991,128.9502,69.46258079
-4.4698999999999955,247.2307,132.3029,68.17109062
0.3879000000000019,249.5131,133.9536,69.52149146
-0.24039999999999395,251.2777,136.4638,70.1708357
0.2670999999999992,292.9109,141.5835,69.22136745
0.02410000000000423,264.8941,134.6606,70.30505441
-1.0046000000000106,206.4074,119.0903,68.00825661
20.74090000000001,241.1905,132.5331,67.09533024
-19.498400000000004,308.0172,136.3621,68.29204198
-0.35170000000002233,218.7684,130.1449,69.66409538
0.10110000000000241,213.2836,129.0805,69.98295828
0.015299999999996317,230.0301,127.6677,69.39259405
0.23330000000001405,230.1198,133.9841,69.89872648
-0.5270999999999901,257.0055,135.5393,69.94650715
0.7382999999999811,207.2579,120.5756,68.25280598
-0.4598000000000013,216.6856,148.6477,68.39272203
-0.43489999999999895,206.1413,143.2965,68.4580645
0.512500000000017,212.0484,140.8193,69.4581878
-0.5595000000000141,251.3095,133.0551,69.47875431
-0.04579999999998563,197.2343,131.1826,69.76866048
0.34969999999998436,197.4947,131.9151,69.13081503
0.043200000000013006,217.7848,132.8828,69.72254947
-0.017799999999994043,197.4716,131.7675,69.67856537
-1.2360000000000184,212.4563,135.3638,68.88677448
1.6607999999999947,202.5253,131.3479,68.78453977
-0.829199999999986,181.798024,132.3487,68.97361904
0.20349999999999113,184.4221,131.47,70.0302266
0.03499999999999659,194.0956,131.386,69.40464826
0.16850000000002296,225.6996,131.3447,69.61281052
0.7266999999999939,236.05,148.7621,68.17455228
-1.1362000000000023,206.3496,130.1703,68.68465412
0.4095000000000084,286.0001,138.6002,70.40152209
0.01269999999999527,215.2941,130.679,70.07025182
-0.620599999999996,241.367,133.9586,69.8942037
0.4959999999999809,234.8553,130.1602,69.22925575
0.1220000000000141,207.5645,130.3261,69.48638901
-0.8328999999999951,230.6694,131.3098,69.73567054
0.9727999999999781,187.1819,130.679,68.7036476
-0.151299999999992,187.8356,130.9918,68.9532899
0.33950000000001523,227.2154,140.0626,68.79223279
-1.1559000000000026,222.7865,140.0868,69.33350817
1.5755999999999801,234.4098,146.5876,68.01193362
-1.3161999999999807,214.137,141.9612,68.40337093
0.8430999999999926,219.8676,136.1624,69.28369237
4.7280999999999835,223.4113,139.5044,68.15913891
-0.8532999999999902,181.798024,129.6134,68.45025312
0.7923000000000116,186.7045,128.0988,69.36956053
0.18309999999999604,182.5534,128.3468,68.54633474
-0.9945000000000164,213.7436,127.0319,69.32275369
-0.38399999999998613,241.581,129.7405,69.42767879
1.5603000000000122,236.1426,129.6668,69.44328193
-1.860400000000027,193.708,126.8233,67.9797013
1.529800000000023,191.0987,130.3023,68.80611948
-0.37640000000001805,204.99,128.4205,69.48959862
0.2600000000000193,209.98,125.5936,69.1287286
-0.12650000000002137,278.4846,138.5455,69.88349268
-0.1665999999999883,257.9138,125.1536,69.79009081
0.430499999999995,229.0812,131.0465,69.3831685
-0.34020000000001005,212.6385,130.8138,69.03707116
0.7656000000000063,225.1412,128.9673,69.20242478
0.15890000000001692,223.5965,130.5328,69.40954608
-0.14119999999999777,213.5613,128.5248,69.07271059
-4.880600000000015,217.4117,131.0491,68.12828793
